id,customer_id,address_type,line1,city,region,postal_code,country_code,is_default
d8266c75-629a-446d-a80a-8412a6967b36,cd709ef0-753a-4968-b981-ab264708b37a,shipping,9143 Joel Expressway Suite 539,West Angela,ME,35468,US,False
151269c5-d408-4af0-bcc6-569d5804c8eb,a57c96be-0b7a-41c6-bd9a-9330e20c497a,shipping,911 Henderson Keys Apt. 559,Port Kevinstad,RI,58462,US,True
c2f7b312-de79-458d-b0dc-b98739600944,4acffd44-9d77-4c09-afdb-e7f93ee5518b,shipping,994 Kelly Shores Suite 784,Port Shawn,DE,33359,US,False
bcf3da37-9118-4773-a9b1-976f254441a2,da9de603-2c96-4356-820d-7c1e9ac4dde7,shipping,62987 Little Neck,Port Lee,MD,97068,US,True
d397938b-d158-40cf-929d-c56b76409bd4,a3c5ffdb-8383-4846-a0c1-c9bf88ba6832,shipping,632 James Valleys Suite 800,Nicoleton,DE,06792,US,True
fee5e3f0-5297-4f42-bf5d-894a2f42e7a3,723f776c-3ad0-4fa2-8177-a80f2cab59d9,shipping,274 Lopez Points Apt. 552,Shaneburgh,ND,40027,US,False
c61d7719-c142-45ee-9a25-17d121e4ec55,84a120aa-c994-404e-9e74-8277a6f9eb4e,shipping,776 Tina Port,Port Kimberlytown,MO,69180,US,True
0c724e95-9dd3-49f0-8e2f-fbd1cc35fce8,1740f65f-2823-4d8a-9ff9-2bf6dfcddfb6,shipping,258 Lewis Inlet Suite 170,Carterfurt,GA,46989,US,True
0f23f144-6d61-4e76-a582-6c50b9e6e8cb,4c710db6-7317-4d70-8dcb-6af9a4068e8d,shipping,73379 Laura Courts,North Christopher,AR,16128,US,True
03c5a482-1a25-44ec-b071-1fcea734e63e,63b6d2f8-4e38-4b4c-bf67-6651399b4453,shipping,2689 Mooney Fords,North Frankton,KS,95821,US,True
79e68cf7-b61b-4a22-b46f-9661b0242cb9,b3f95dcd-caf0-4d0c-8890-a7b8e231c6b7,shipping,13062 Kathryn Valley Apt. 369,Samuelberg,NV,78751,US,True
ca0c7152-6cd8-485a-a22d-798b791644a0,b9915f58-4f74-4518-bb97-0b1e58c541a5,shipping,5691 David Cliffs Apt. 291,Flemingland,NJ,39630,US,True
4ebe90f7-ae5b-434a-8c09-d75d0043cf67,6deb3adf-b348-4736-a975-af07bea72c06,shipping,2785 Drew Route Apt. 642,Jodychester,AS,39803,US,True
d4124b66-3818-49f5-b7a4-f855284aaeca,2068f48f-4c39-4084-81d1-95af149d8547,shipping,916 John Ways,West Nicole,ND,38759,US,True
846be0c7-477f-48ed-a869-74ceb800dd1d,f0496969-2829-4c93-834d-07ef9042cd86,billing,4596 Flowers Isle,Lake Brandonchester,MH,88115,US,False
0171987e-394b-4b36-91e3-15fa0f1f28cb,ce5ac3ba-cbec-4482-816e-1ee6def437e2,shipping,0764 Blair Cove,Mayfort,MD,34638,US,True
7c5c4552-b8fa-437c-95da-1160124e1846,5d59a09d-7696-4e1b-a171-abe3b79fff2d,shipping,979 Mills Route,Reginafort,ND,30271,US,True
71ad31cb-a2be-4fc2-958d-af0b40068e8f,212484cd-56e9-4934-ab9b-69d43228ee16,shipping,5056 Garcia Passage,Lewisborough,RI,84057,US,False
99ef3f1e-8bd1-4d74-987c-ae71aeccef64,447fed8a-4bae-41c5-b5cd-cbf6a09c4782,shipping,6329 Gutierrez Grove,South Samantha,NJ,42300,US,True
3a63a7e0-6e8f-4fc8-84a2-c023e5ee8d8d,543b48b5-22b5-41e4-8e3c-704fc8f03e8d,shipping,11178 Davis Spur,East Markport,VT,58852,US,True
d05984eb-7f92-41ad-8a8f-7ef1a21390d5,f03fb49f-283d-405e-bf8d-52046ca6e77d,shipping,497 Logan Pines,Fowlerland,ID,,US,True
730dc345-ae81-4f28-b9b5-00210cf1d54f,7528c8de-b892-4894-8892-94a29730aa9c,shipping,76789 Hall Circle Apt. 695,West Patriciachester,FM,62542,US,True
9e1300f9-7983-4f37-aabc-456776b3236c,10d7cb3c-5a86-4eae-9da6-611ddf67fdd8,shipping,36715 Mcdonald Place Suite 112,South Kaylaborough,MO,43587,US,False
42f39c39-634d-4aff-95d7-c4bcbec303ea,b60e68c2-1b3c-4a8b-a056-a39fb4e6a320,shipping,0733 Mark Views,Hoffmanview,MD,64031,US,True
3ca536b4-80fd-4531-8c27-d58a6294764c,d10408ec-2013-471e-b6a9-e3bcf0e25322,shipping,0344 Silva Inlet,Claudiafurt,KS,74047,US,False
44f94709-2b21-44f2-8593-4b233316f1a9,257291a7-c562-45b7-9229-49a527229518,shipping,26650 Elizabeth Neck Suite 167,Marshberg,MD,98947,US,True
2a4dc247-0f0d-4d52-a0b4-da162cc9e197,72492cee-bfcb-4501-9a63-5afe45f5215a,shipping,070 Kim Mall Apt. 856,Christopherville,ND,22541,US,False
178f5d80-6b03-46f6-bb70-de3e3eafd1b8,d1c356c7-a230-4e49-abb6-3eb1f58155cd,shipping,1207 Kevin Road,Reginaview,RI,42584,US,False
484ad294-aa76-4a79-9148-d30a03d5a3bf,7767d63a-0293-4866-ae0a-724670463aa1,shipping,92134 Jose Cove,Port Alexa,SD,50694,US,True
b1d3db20-7dfd-4931-ae7e-0015f0cd63b9,7c2a3f62-d757-4322-a213-921d7c370838,billing,3347 Jonathan Inlet,Lesterport,ND,38324,US,False
85349794-e23d-4c7d-9dcc-e2fb64f9bc1b,7c66bbce-e687-4e15-be85-d960c3de159b,shipping,860 Hanna Crest,East Raymondmouth,AZ,52498,US,True
9f0a6a65-fd95-4a03-bf8f-b3ed4216b00c,148d63de-77f4-461d-b3ca-5369e9a98e7b,shipping,527 Jackson Hollow Apt. 132,Lake Jeremy,DC,28005,US,True
c8cb7730-c039-4b16-b070-141484cec780,333d41f0-5f4d-48cb-b3bd-042814f9b7f8,shipping,9957 Norman Oval,South Johnnyland,CO,32664,US,True
2c3007dd-b8d5-4a13-8ee7-b6657738906e,f419edd5-8bb5-4809-8cfc-599ab209f6da,shipping,8172 James Flat,Deanstad,VT,20708,US,True
26d0aae9-4d0c-40a7-b4b3-637687e43d0d,d63f06df-5e5d-4adc-b0a5-43b4bac6bf5c,billing,493 Samuel Islands,Angelaport,UT,03365,US,False
eb1eb92a-97aa-446f-b458-3f762c6319e5,cfefbf12-9a5a-4d61-a708-d92f785af097,shipping,61675 Ramos Camp,East Angelaport,FM,93045,US,True
01709906-2c77-4a30-b025-6cc64afc9254,95381466-0836-4fd0-b05c-e8ca6147a51f,shipping,661 Darryl Track Suite 831,Lake Jamesmouth,GU,03841,US,True
4a7f0108-5852-4411-b67c-9769fd400758,848485f0-198f-4efa-8335-707db71a7434,shipping,84895 Richmond Harbor,New Sylvia,NH,53448,US,True
5ddff2dc-4871-4818-9883-4712d631fad2,8f06b288-f9eb-454f-adef-47f12b7572d7,shipping,6821 Wilson Ridges,Michaelmouth,NE,08093,US,True
90d3b04f-8edf-473c-9cd3-1f8ca99bcd36,436ca6dd-1cc3-4ff0-986c-eabb97606b9b,shipping,867 Ramirez Wall Apt. 275,Tonyaview,ND,83361,US,True
e1fed02a-9769-4fc6-9de7-7980aa688b5f,a1a72036-c041-4a92-a719-9bbf0e21d53b,shipping,911 Huffman Mission Apt. 699,Barbarahaven,CT,85919,US,True
97963a2a-7892-463e-9373-92d011a088fc,24ea0325-a7d6-4388-b86c-7b51e5805b26,shipping,904 Jay Rest Suite 723,Burkeshire,GU,24340,US,True
81c1f4fc-4652-4917-920e-f2081f1ca6e9,c11308cb-8153-4e7b-9149-9b6b5c0aa137,shipping,85174 Russell Burg Suite 521,New Carrie,PR,13624,US,True
31366c8b-a506-4658-b417-b14f8234aeef,36654075-c818-484d-aa9f-b6e8834b1bd5,shipping,891 Soto Groves Suite 983,Saramouth,PW,31881,US,True
16845e4b-fc50-432d-a233-8030d0326987,c1d42cf2-74d9-44b1-a0a2-c85935c413be,shipping,5485 Justin Station,Woodfort,AS,77257,US,True
cbc0f6af-e6a2-4561-b1d5-0a4ccf317406,a5066e8e-de65-4798-9ed5-f6cae5f86031,shipping,1603 Clark Island,South Theresa,SD,16985,US,True
48676654-db84-490e-b27c-fb563749f5b7,5b2179c5-dd1c-45b4-b99c-10f1c7c201f4,shipping,949 Brown Mountains,New Brett,LA,97150,US,True
c050535a-ad4a-40a4-b0d7-d5204296a503,fad2c57b-c35e-4270-8d10-2f067a5ee2b7,shipping,9743 Wiley Greens Apt. 882,East Brandon,MA,66103,US,True
37487180-fd0b-4041-ba7e-4dfd56c5d2dc,a4512e27-9e9c-4aa8-bc00-11e9e1f1fd9f,shipping,78105 Banks Shoals Apt. 002,Gatesburgh,VA,17281,US,True
3916ab86-fdd0-4323-95e7-ece4ca5a0ce6,31d39d83-97c5-4a86-8d98-c9ea5e4d6505,billing,36337 Patricia Forges,Danielbury,TN,40935,US,False
f41e3fa3-0267-4ed9-91d6-26794c8aa2d3,34b17474-7fef-4a04-8009-f83028f66521,shipping,28389 Nunez Ford,Port Timothy,MH,98409,US,True
05401fb1-876e-490f-a1df-88f998daf5c9,fd9f1577-416e-472f-aad7-7bd5c56293f5,shipping,59660 Angela Stravenue,Micheleside,NH,56053,US,True
bd774a0f-04ba-476d-b208-ccc45a599b97,d4d6c47d-5048-4008-b088-4f13691fbefd,shipping,335 Jeremy Harbor Apt. 619,East Scott,TX,36607,US,True
99a0bbe7-860b-4bb2-a7a2-7a38d2fd4289,5a589b0f-69ac-4256-aea8-df379845f417,shipping,861 Craig Squares,Andradeburgh,WY,24145,US,True
edf59dbc-1383-45ef-81d2-3393334777e0,2f0fa97b-f713-40a9-8e11-3e18580cd97b,shipping,07843 Rodriguez Heights,West Joshua,NE,02305,US,True
47a12b16-2cb8-4cdd-a078-f656d3a76b89,d4d6e685-70a2-49ea-b511-383a54d18cfa,shipping,988 Wolf Curve Suite 652,Lake Rebeccafurt,SC,06794,US,True
5f57ddbc-1b61-489b-96c0-96a48eadd2b8,5da6ee93-0365-4464-849c-cba666614c05,shipping,08562 Lewis Pass Suite 852,North Pamelaside,OR,34408,US,True
3c84de28-8464-460e-9aa1-d448938e48e5,f7989645-3a12-42f6-a926-2a7388aeb297,billing,86326 Hardin Mount,Sherrymouth,FL,01804,US,False
217c5821-42bd-45e2-b032-32664313d65e,afdabd06-a2b4-497a-93b8-7bcf582b5d3b,billing,29462 Mary Ramp Apt. 556,Port Judytown,AS,28631,US,False
066742d5-4a08-4519-9fd3-3fdec685f948,14dec3ce-7570-4c3f-af8c-e9c0d74cfcd2,shipping,0066 Nixon Courts,Michaelport,MP,09060,US,False
af1bae90-275d-4de8-affb-e03603de7c75,27e89b40-f32c-4604-8a79-6d1613bde382,shipping,3726 John Drive Apt. 450,Stevenfurt,FM,86147,US,False
b5c233a9-62a3-43e0-98c0-ac3cb8c9ce15,899ea741-e615-4f9e-ad30-286f6f306f00,shipping,75877 Rodriguez Stravenue Apt. 151,Port Justin,MP,22559,US,True
ac533a82-7934-46d3-a61c-fae251703937,1d94038e-346e-4263-a10f-7fa4e5d1179e,shipping,8458 Garcia Hills,New Emily,MD,20999,US,True
78c10ada-cc65-4cd8-b9c0-fe1d72c532d8,baa48fe5-b7a4-4ea7-8eaf-5387ded157f7,shipping,57287 Jacob Center Apt. 207,Frankmouth,NE,15708,US,True
59392f12-ef34-457a-89ae-400128047178,a2053515-1d0d-41cb-a47d-485aed398e8b,billing,1847 Kelly Walks,Ramirezburgh,IN,54170,US,False
3835272d-77af-4ee1-82c3-252d620488ac,2aee3fe5-2eb0-4391-bb79-d4d4ffdd9931,shipping,836 Wells Drive Suite 047,Gregoryhaven,TX,05877,US,True
2f475bfa-aa0a-45c2-a515-9102133b667b,93c6c6a9-16fb-43ad-bd64-1ee5eccdd750,shipping,753 Murray Orchard Apt. 161,Martineztown,GA,68650,US,True
d05ecffb-8cd2-4589-a37f-07ab2648494b,5bc5dd9e-3670-4c84-be25-41eace68a711,shipping,595 Miller Squares,Jenniferchester,MH,80649,US,True
15ac3f96-1cfc-4e57-9e3a-989da3c6f841,7eaca096-c253-48ee-936a-8ea930759d59,shipping,172 Rachel Neck Suite 545,Timothyfurt,FL,75371,US,True
7932b31a-c2f0-475f-a985-d7258f559514,33ab4667-4cdd-435a-875e-305ea36ebc4d,shipping,10217 Curtis Fields,Aprilchester,GA,75542,US,True
d7fb0738-c63e-44a4-99ae-1356c5788fae,b69dd468-7a0d-45e5-951c-ead1fcda2225,shipping,24386 Carroll Plaza Apt. 081,Gutierrezmouth,TN,94913,US,True
538dc1ec-3f53-4a36-a5df-e6a1acd04f76,d45ce04e-1258-4744-ab7d-af982c28565d,shipping,32440 Hanson Flats Apt. 102,New Collinborough,CT,62595,US,True
7b9712ba-e09d-403b-8bc4-6a19c8e1add8,387603c1-d2a6-475e-ab4c-9ba7aa78bb27,shipping,200 Nelson Glen Suite 539,Brandonside,OK,09667,US,False
4ea5f942-4e83-4485-84d8-a8b23d495189,5fccc95a-c30f-4525-a4a6-43861baae99a,shipping,23094 Stephen Walk,Stephenstown,PA,65180,US,True
814196fc-aa66-4e8c-9200-78b0989eaf13,89b94667-2d12-4e7a-bfdd-f37056d10195,shipping,7345 Norris Isle,Lyonsshire,KY,78413,US,True
0265ef58-8088-4ce6-bab3-11c2a5af932d,f55982fc-a2f7-407d-b845-3b32df0463f7,billing,6708 Mcdonald Cape,North Ebonybury,MS,45766,US,False
81d11a76-5f3c-4f2b-944e-eaa3d0e400f1,438005c2-dd1d-48aa-8bfd-7fb06851b5f8,shipping,9958 Barnes Rest,West Raymond,MA,39058,US,True
507d2188-45b0-4ee9-966e-ee38b3f353ab,a5f46489-06cf-45af-9efd-dbd27067716c,shipping,96790 Martin Springs,Millerland,VT,30853,US,False
8ad747b7-ba99-4a56-b04b-fdc80ede2a7f,44df0dc9-35a6-4159-8141-4a8bf47c0e2b,shipping,76836 Mary Knoll,South Robert,MT,60870,US,True
695bdd99-eb6b-446d-bf90-5e81ce602a26,a46b9550-42ae-47e4-9a08-0f32481d5191,shipping,37106 Jackson Unions,Taylorside,MT,52851,US,True
2c2ccfd7-c29f-4682-9c3b-458b54e9b0bd,c64e9b29-2c3f-4a02-bf80-175c5a980c92,shipping,989 Allen Harbor Apt. 961,East Crystalville,AZ,77382,US,True
e4f26e65-bf24-40fb-bdc2-f2eb305cc781,14dec3ce-7570-4c3f-af8c-e9c0d74cfcd2,shipping,31795 Perry Fords,Port Williamfort,KS,67181,US,True
b99cbc6b-cf83-4be2-916f-5c4210c08c04,76acc7d2-0fca-4530-89dd-39889b4f3bb3,shipping,542 Andrews Extension Apt. 495,Williamstown,NJ,89039,US,True
2e0d3b51-b61e-461f-a595-2f4cdde7aeb4,8f40d15b-7ab5-4fdb-b9a0-767514af456f,billing,7766 Ballard Island Suite 602,Hallland,MI,11303,US,False
6376ed11-6d0c-4312-9bf4-10a552ad01e9,8cef9627-37e9-4bad-a5d7-69f87f291c90,shipping,209 Misty Harbors Apt. 579,Robertsonborough,AL,84134,US,True
e9147108-e105-4728-834f-318ea4ddd83b,f3c5c37f-bd98-40b6-8f8b-eeb75218bbed,shipping,7368 Michelle Bridge,Kathyfurt,ND,19326,US,True
2497bd55-010f-4b2f-9979-f56b02eca643,b51ad0d8-7b4d-4859-8de9-fd9feb62c888,shipping,2392 Brooke Plains Suite 510,Fullerport,VA,04112,US,False
dca7b134-9417-43bd-b87c-723d26007b56,c0a8be37-975c-4b34-8989-1eb846c63871,shipping,085 Linda Heights,North Jennifer,NV,33956,US,False
8e21c0bf-34de-40c8-ab4c-6c1b0b2ac3e6,466ab61a-8180-4d06-90cc-2a380a0e6f0f,shipping,1644 Gilbert Landing,East Kelly,TX,27300,US,True
7ee7a025-c40c-418f-a9a4-a7f033ae9ca5,b6552330-9932-4624-8855-b5b7aa13d3f4,shipping,36625 Perez Spur,Mcdanielville,NM,22725,US,True
b5a39923-4f46-4433-b421-39c5fc8b1e89,a5781cf5-d32e-4370-b0f8-4f229bc0efa4,shipping,794 Levy Well Apt. 321,Monicaville,NE,70542,US,True
e6f06d44-96f8-417f-b1a8-e5c8b4cb3528,1c4373e3-238c-46b7-83f5-6cf757228aba,shipping,572 Mcgee Station Suite 592,Port Kristaview,MT,12719,US,True
250fc376-0a0e-405b-9d28-7bcc3824add0,50a2d1c4-d788-4498-a6f7-dd75d4db588f,shipping,0808 Roberson Orchard,Lake Beth,VA,17328,US,True
52642f1d-b947-470a-b77b-50adf12984de,7ea9b687-48e0-4f47-9245-7a3e02c88fec,shipping,34266 Ricky Squares,New Thomasfurt,SC,15930,US,True
4ad8aa56-69d4-4a1f-b323-70147398df99,a2effce6-3ad2-4811-940b-bbb5a4ad9b67,shipping,3970 Floyd Radial,Powellville,NH,63195,US,True
8588ff5d-62b0-4224-a194-56e7c7471282,50e6ae18-ad0a-4f68-bb3d-e1a8b80eb58f,shipping,19165 Lopez Passage Suite 231,North Eric,OR,09578,US,True
0830bd83-c943-46ad-8e8c-822c4622ea79,531465bc-638f-4adb-9b47-cf0c1dc55550,shipping,594 Fischer Loop Suite 258,Kingport,OK,45636,US,True
8bacb78e-204f-4d1e-bbed-a10d901d3313,e7e3f8e8-5e9a-4cea-90ea-8ba71ec98685,shipping,762 James Overpass,Sheltonbury,ID,97776,US,True
b81363f9-3590-408e-9a6a-4edf576f1301,18b69140-479d-44b6-8369-04a49414f975,shipping,356 Black Branch,Johnland,MO,88803,US,True
ad223fd4-ca37-44a8-b462-2ba46fdf3aa2,21c61b96-d053-45f3-9730-c3483fe288d2,shipping,0938 Proctor Rapid,Williamport,SD,17538,US,True
53f71e68-9d4b-4fae-a968-df0b9b9a6f83,51e5a1ad-d8d2-4387-82fe-860a54c87f4b,shipping,58807 Kayla Skyway Suite 326,Lake Julieville,OK,32106,US,False
678409f1-104a-4f66-b54e-4ae2429d7f45,c502b1f4-b287-444d-b643-953150ebee0d,shipping,45964 Sara Prairie Suite 125,Port Breanna,PR,54672,US,True
11742e3b-a918-42bd-975d-556b11df930c,17e24a9b-119c-4ea7-a53a-bb757c70ad0a,billing,21192 Noah Forges,Younghaven,TN,42149,US,False
5f8ce51c-a43b-4d02-b6a2-c0be7d1b314f,2e0d6ce4-794d-4494-bd1d-f44dbca8683f,shipping,28946 Morgan Mission,Jessicaburgh,ID,26851,US,True
062e80b4-c56a-492f-965a-b89f6acb7a1f,bcff2252-fa4f-4a03-88eb-6ff7b0e010a0,shipping,8517 Bryant Squares Apt. 274,Guzmanland,CT,71517,US,True
f4c73383-3bb4-4a44-ab5e-dda99dcdab99,71ed3bfb-d094-47b4-bd02-9589f31e4c1d,shipping,64421 Chad Lodge,West Morganmouth,VI,55514,US,True
